status,alias,product,component,version,hardware,importance,assignee
NEW,None,Platform,UI,4.4,PC Linux,P3 normal ,Platform-UI-Inbox
NEW,None,CDT,cdt-debug,Next,PC Windows 7,P3 normal ,cdt-debug-inbox@eclipse.org
NEW,None,Platform,Releng,4.4,PC Windows 8,P3 normal with 2 votes ,Platform-Releng-Inbox
NEW,None,Platform,Runtime,4.4,PC Mac OS X,P3 enhancement ,platform-runtime-inbox
NEW,None,Mylyn,Releng,unspecified,Macintosh Mac OS X,P3 normal ,Project Inbox
NEW,None,Sapphire,other,8,All All,P3 normal ,Project Inbox
NEW,None,z_Archived,Buckminster,unspecified,PC Windows Vista,P3 normal ,buckminster.core-inbox
ASSIGNED,None,Platform,UI,4.4,PC Mac OS X,P3 normal ,Jens Lideström
NEW,None,Equinox,Website,unspecified,PC All,P3 trivial ,equinox.website-inbox
NEW,None,WTP Source Editing,wst.css,3.5.2,Macintosh Mac OS X,P3 normal ,wst.css
NEW,None,Platform,UI,4.4,PC Windows 7,P3 normal ,Platform UI Triaged
NEW,None,WindowBuilder,Swing,unspecified,PC Linux,P3 normal ,Project inbox
NEW,None,Platform,UI,4.4,PC Mac OS X,P3 minor ,Platform UI Triaged
NEW,None,TMF,Xtext,2.4.0,PC Windows Vista,P3 minor ,Project Inbox
NEW,None,CDT,cdt-other,8.2.1,PC Linux,P3 normal ,Project Inbox
NEW,None,JDT,Core,4.4,All All,P3 normal ,Manoj Palat
ASSIGNED,None,Lyo,Core,2.0.0,All All,P4 minor ,Jim Amsden
NEW,None,Platform,Releng,4.4,PC Linux,P3 enhancement ,Platform-Releng-Inbox
ASSIGNED,None,JDT,UI,4.3,All All,P3 minor ,JDT-UI-Inbox
NEW,None,CDT,cdt-debug,8.3.0,All All,P3 normal ,cdt-debug-inbox@eclipse.org
NEW,None,Equinox,p2,3.10.0 Luna,PC Windows 7,P3 normal ,P2 Inbox
ASSIGNED,None,EPP,committers-package,4.4.0,All All,P3 normal ,Markus Knauer
NEW,None,BIRT,Data,4.3.2,PC Windows 7,P3 critical ,Birt-Data-inbox@eclipse.org
NEW,None,Tycho,Core,unspecified,PC Linux,P3 normal ,Project Inbox
NEW,None,Equinox,p2,3.10.0 Luna,All Mac OS X,P3 normal ,P2 Inbox
ASSIGNED,None,Equinox,p2,3.9.0 Kepler,PC Windows 7,P3 critical ,P2 Inbox
NEW,None,Tycho,Core,unspecified,All All,P3 normal ,Project Inbox
ASSIGNED,None,JDT,UI,4.4,All All,P3 normal ,JDT-UI-Inbox
ASSIGNED,None,Scada,IDE,0.1.0,All All,P1 enhancement,Jens Reimann
NEW,None,Platform,SWT,4.4,PC Windows 7,P3 normal ,Platform-SWT-Inbox
NEW,None,Equinox,p2,3.10.0 Luna,PC Windows 7,P3 normal ,P2 Inbox
NEW,None,Equinox,Compendium,3.10.0 Luna,PC Mac OS X,P3 normal ,Anjum Fatima
ASSIGNED,None,Hudson,GIT,3.1.2,PC Windows 7,P3 normal with 1 vote ,Winston Prakash
NEW,None,Platform,UI,4.4,PC Linux,P3 normal ,Platform-UI-Inbox
NEW,None,Community,Bugzilla,unspecified,PC Windows 7,P3 enhancement ,Eclipse Webmaster
NEW,None,WTP ServerTools,jst.server,3.2,PC Mac OS X,P3 normal ,jst.server
NEW,None,Platform,Releng,4.4,PC Linux,P3 normal ,Platform-Releng-Inbox
NEW,None,Community,Cross-Project,unspecified,Macintosh Mac OS X,P3 normal with 1 vote ,Nobody - feel free to take it
NEW,None,Platform,SWT,4.3,PC Windows 7,P3 normal with 4 votes ,Platform-SWT-Inbox
NEW,None,CDT,cdt-debug-dsf-gdb,8.2,PC Linux,P3 normal ,Project Inbox
NEW,None,Tracecompass,TMF,0.1.0,PC Linux,P3 minor,Patrick Tasse
NEW,None,Orion,Client,5.0,PC Windows 7,P3 normal ,Eric Moffatt
NEW,None,SWTBot,SWTBot,unspecified,PC Linux,P3 normal ,Project Inbox
NEW,None,JDT,Core,4.4,PC Windows 7,P3 normal ,Jay Arthanareeswaran
NEW,None,MDT.UML2,Core,5.0.0,PC Windows Vista,P3 enhancement ,UML2 Inbox
NEW,None,CDT,cdt-debug-dsf-gdb,8.2,PC Linux,P3 normal ,Project Inbox
ASSIGNED,None,JDT,Core,4.4,All All,P5 minor with 1 vote ,JDT-Core-Inbox
ASSIGNED,None,Equinox,p2,4.0,Macintosh Mac OS X,P3 major ,P2 Inbox
NEW,None,EGit,UI,3.4,PC Linux,P3 minor ,Project Inbox
NEW,None,Equinox,p2,3.10.0 Luna,PC Mac OS X,P3 normal ,P2 Inbox
NEW,None,OCL,Core,unspecified,PC Windows Vista,P3 normal ,OCL Inbox
NEW,None,Platform,UI,4.4,PC Linux,P3 normal ,Platform UI Triaged
NEW,None,Community,Cross-Project,unspecified,PC Windows 7,P3 normal ,Nobody - feel free to take it
ASSIGNED,None,JDT,Text,4.4,All All,P3 enhancement ,JDT-Text-Inbox
ASSIGNED,None,JDT,Core,4.4,All All,P3 normal with 2 votes ,JDT-Core-Inbox
NEW,None,Platform,Releng,4.4,All All,P3 enhancement ,Platform-Releng-Inbox
NEW,None,JSDT,General,3.5,PC Windows 7,P3 minor ,Project Inbox
ASSIGNED,None,RAP,RWT,2.3,PC Windows 7,P3 normal ,Project Inbox
NEW,None,EclipseLink,Foundation,2.5.2,All All,P3 major ,Tomas Kraus
NEW,None,Platform,UI,4.4,PC Linux,P3 normal ,Platform UI Triaged
NEW,None,Papyrus,Diagram,unspecified,PC Windows NT,P3 normal ,Project Inbox
NEW,None,Platform,UI,4.3.2,PC Mac OS X,P3 normal ,Platform-UI-Inbox
NEW,None,Papyrus,Diagram,unspecified,All All,P3 normal ,Project Inbox
NEW,None,Community,Project,unspecified,PC Mac OS X,P3 normal ,Eric Poirier
NEW,None,JDT,Core,4.4,PC Linux,P3 normal ,JDT-Core-Inbox
NEW,None,Xtend,Core,2.6.0,PC Mac OS X,P3 normal ,Project Inbox
NEW,None,Platform,Releng,4.4,PC Linux,P3 enhancement ,Platform-Releng-Inbox
ASSIGNED,None,JDT,UI,4.4,All All,P3 normal ,JDT-UI-Inbox
NEW,None,EGit,Core,3.2,PC Linux,P3 enhancement ,Project Inbox
ASSIGNED,None,Paho,MQTT-Lua,future,PC Linux,P3 enhancement ,Kevin KIN-FOO
NEW,None,Platform,UI,4.4,All All,P3 normal ,Platform-UI-Inbox
NEW,None,Platform,UI,4.4,PC Linux,P3 normal ,Platform UI Triaged
NEW,None,PDE,API,4.4,PC Windows 7,P3 normal ,Vikas Chandra
ASSIGNED,None,JDT,UI,4.4,All All,P3 normal ,JDT-UI-Inbox
UNCONFIRMED,None,Papyrus,Designer,unspecified,PC Linux,P3 normal ,Project Inbox
NEW,None,Platform,IDE,4.3,All Linux,P3 normal ,Platform UI Triaged
NEW,None,GEF,GEF,unspecified,All All,P3 normal ,Zoltan Ujhelyi
NEW,None,Nebula,CDateTime,unspecified,Macintosh Mac OS X,P3 normal ,Wim Jongman
NEW,None,Community,License,unspecified,PC Windows 8,P3 normal ,Generic Inbox
NEW,None,Platform,IDE,4.3.2,PC Windows 7,P3 normal ,Platform-UI-Inbox
NEW,None,Platform,Releng,4.4,PC Linux,P4 enhancement ,Platform-Releng-Inbox
NEW,None,Platform,UI,4.4,All All,P3 enhancement with 2 votes ,Platform UI Triaged
ASSIGNED,None,JDT,Text,4.4,All All,P3 normal ,JDT-Text-Inbox
NEW,None,Platform,SWT,3.6.1,PC Windows 7,P3 normal ,Platform-SWT-Inbox
NEW,None,BIRT,Report,4.3.2,PC Windows 7,P3 normal with 1 vote ,Birt-ReportEngine-inbox@eclipse.org
NEW,None,PDT,General,3.2.0,PC All,P3 enhancement ,PHP UI
NEW,None,BIRT,Report,4.3.1,Other Linux,P3 normal ,ShiHeng Guan
ASSIGNED,None,Graphiti,Core,unspecified,All All,P3 minor ,Project Inbox
NEW,None,Platform,UI,4.4,PC Windows 7,P3 normal ,Platform UI Triaged
NEW,None,Nebula,PaginationControl,unspecified,PC Windows 7,P3 normal ,Angelo ZERR
NEW,None,Jubula,Core,unspecified,PC Windows 8,P3 critical ,Project Inbox
NEW,None,Platform,UI,4.3.2,PC All,P3 normal ,Platform UI Triaged
NEW,None,JDT,Core,4.4,PC Linux,P3 minor ,Stephan Herrmann
NEW,None,Papyrus,Diagram,1.0.0,All All,P3 enhancement ,Project Inbox
NEW,None,Platform,SWT,4.4,PC Mac OS X,P3 enhancement ,Platform-SWT-Inbox
NEW,None,Tracecompass,TMF,0.1.0,PC Linux,P3 enhancement,Patrick Tasse
ASSIGNED,None,Equinox,Launcher,3.9.0 Kepler,PC Windows 8,P3 major ,Project Inbox
NEW,None,QVTo,Engine,3.4,PC Windows 7,P3 normal ,Project Inbox
NEW,None,Platform,Releng,4.4,PC Linux,P2 enhancement ,Platform-Releng-Inbox
NEW,None,Equinox,Server-Side,3.9.0 Kepler,PC Mac OS X,P3 normal ,equinox.server-side-inbox
NEW,None,Mylyn Builds,Hudson,unspecified,PC Windows 7,P3 enhancement ,Project Inbox
NEW,None,Mylyn Tasks,Framework,unspecified,PC Windows 7,P2 minor ,Project Inbox
NEW,None,ECP,Common,unspecified,PC Windows 7,P5 minor ,Project Inbox
NEW,None,CDT,cdt-debug-dsf-gdb,8.4.0,PC Linux,P3 normal ,Project Inbox
ASSIGNED,None,CDT,cdt-debug-dsf-gdb,8.3.0,PC All,P3 enhancement ,Nobody - feel free to take it
NEW,None,EclipseLink,Foundation,2.6.0,PC Mac OS X,P3 normal ,Project Inbox
NEW,None,PDE,UI,4.4,PC Windows 7,P3 normal ,PDE-UI-Inbox
ASSIGNED,None,JDT,Core,4.3.1,PC Windows 7,P3 normal ,JDT-Core-Inbox
NEW,None,Platform,SWT,4.3.2,PC Windows 7,P3 normal ,Platform-SWT-Inbox
NEW,None,Platform,UI,4.4,PC Windows 7,P3 normal ,Platform UI Triaged
NEW,None,AspectJ,Compiler,1.8.0,PC Linux,P3 major ,aspectj inbox
NEW,None,Tracecompass,TMF,0.1.0,PC Linux,P3 enhancement,Patrick Tasse
ASSIGNED,None,RTSC,Targets,unspecified,All All,P3 enhancement ,Sasha Slijepcevic
NEW,None,Community,Project,unspecified,PC Linux,P3 normal ,Eric Poirier
ASSIGNED,None,Platform,UI,4.4,PC Windows 7,P3 normal ,Bartosz Popiela
NEW,None,Community,Project,unspecified,PC Linux,P3 normal ,Christopher Guindon
ASSIGNED,None,Platform,Debug,4.4,PC Windows NT,P3 normal ,Sarika Sinha
NEW,None,Papyrus,Core,1.0.0,PC Mac OS X,P3 major ,Project Inbox
NEW,None,z_Archived,gyrex,unspecified,PC Windows 7,P3 normal ,Gunnar Wagenknecht
ASSIGNED,None,JDT,Text,4.4,All All,P5 enhancement ,JDT-Text-Inbox
NEW,None,Platform,UI,4.4,PC Windows 7,P3 minor ,Platform UI Triaged
NEW,None,OCL,Core,unspecified,PC Windows Vista,P3 normal ,OCL Inbox
NEW,None,Equinox,p2,3.9.0 Kepler,PC Windows Vista,P3 normal ,P2 Inbox
NEW,None,Platform,UI,4.4,All All,P3 normal ,Platform-UI-Inbox
NEW,None,CDT,cdt-build,8.2,PC Linux,P3 major ,cdt-build-inbox@eclipse.org
NEW,None,Epsilon,Core,unspecified,PC Windows 7,P3 major ,Dimitris Kolovos
NEW,None,JGit,JGit,4.0,PC Linux,P3 major with 2 votes ,Thomas Wolf
NEW,None,Papyrus,Core,1.0.0,All All,P3 normal ,Project Inbox
NEW,None,TMF,Xtext,2.6.0,PC Mac OS X,P3 normal ,Project Inbox
NEW,None,z_Archived,Recommenders,unspecified,PC Mac OS X,P3 normal ,Project inbox
NEW,None,PDE,API,4.4,PC Windows 7,P3 normal ,Vikas Chandra
NEW,None,PDE,API,4.4,PC Windows 7,P3 normal ,Vikas Chandra
NEW,None,Equinox,p2,3.9.0 Kepler,PC Windows Vista,P3 normal ,P2 Inbox
NEW,None,Platform,Team,4.4,PC Windows 8,P3 normal ,Platform Team Inbox
NEW,None,Community,Process,unspecified,PC Linux,P2 normal ,Portal Bugzilla Dummy Inbox
NEW,None,Platform,IDE,4.3.2,PC Windows 7,P3 normal with 1 vote ,Platform UI Triaged
ASSIGNED,None,Scada,Core,0.2.0,All All,P3 enhancement,Jens Reimann
NEW,None,MDT,MST,unspecified,PC Windows 7,P3 normal ,Project Inbox
NEW,None,Papyrus,Core,unspecified,PC Windows Vista,P3 enhancement ,Project Inbox
NEW,None,Platform,Resources,4.3.2,All All,P3 normal ,Platform-Resources-Inbox
NEW,None,TMF,Xtext,2.2.1,All All,P3 normal ,Project Inbox
NEW,None,EclipseLink,JPA,2.5.0,PC Linux,P3 normal ,Project Inbox
ASSIGNED,None,JDT,UI,3.8.2,All All,P3 normal ,JDT-UI-Inbox
NEW,None,Platform,UI,4.4,All All,P3 normal ,Platform-UI-Inbox
NEW,None,Platform,Releng,4.4,PC Linux,P3 normal ,Platform-Releng-Inbox
NEW,None,Linux Tools,Valgrind,2.2,PC Linux,P3 normal ,Roland Grunberg
ASSIGNED,None,Equinox,p2,unspecified,PC Windows 7,P3 normal ,P2 Inbox
NEW,None,Java Server Faces,Core,3.6,PC Windows 7,P3 enhancement with 1 vote ,JSF Project Core
NEW,None,Platform,Releng,4.4,PC Linux,P3 normal ,Platform-Releng-Inbox
NEW,None,CDT,cdt-indexer,8.3.0,PC Windows 7,P3 minor with 1 vote ,Project Inbox
NEW,None,JDT,Debug,4.4,All All,P3 enhancement with 1 vote ,JDT-Debug-Inbox
ASSIGNED,None,JDT,UI,4.4,All All,P5 enhancement with 1 vote ,JDT-UI-Inbox
NEW,None,Xtend,Core,2.6.0,PC Windows 7,P3 minor ,Project Inbox
ASSIGNED,None,EGit,Core,3.3.2,PC Mac OS X,P3 critical ,Christian Halstrick
NEW,None,PDE,UI,4.4,PC Mac OS X,P3 normal ,PDE-UI-Inbox
NEW,None,Sirius,Diagram,1.0.0M7,PC Windows NT,P3 enhancement ,Project Inbox
ASSIGNED,None,Papyrus,Core,1.0.0,All All,P3 minor ,Ansgar Radermacher
NEW,None,Platform,SWT,4.3,Macintosh Mac OS X,P3 normal ,Lakshmi Shanmugam
ASSIGNED,None,RAP,RWT,2.2,All All,P3 normal ,Project Inbox
ASSIGNED,None,Hudson,Core,3.1.2,PC Windows 7,P3 major ,Winston Prakash
NEW,None,z_Archived,Recommenders,unspecified,PC Mac OS X,P3 normal ,Project inbox
ASSIGNED,None,JDT,UI,4.4,PC Windows 8,P3 normal ,JDT-UI-Inbox
NEW,None,Tracecompass,LTTng,0.1.0,PC Windows 7,P3 normal,Patrick Tasse
ASSIGNED,None,JDT,Text,3.3,All All,P3 normal ,JDT-Text-Inbox
NEW,None,Community,Project,unspecified,PC Mac OS X,P3 normal ,Martin Lowe
ASSIGNED,None,JDT,UI,4.3.1,All All,P3 minor ,JDT-UI-Inbox
NEW,None,Platform,Releng,4.2.2,PC Linux,P3 normal ,Platform-Releng-Inbox
NEW,None,PDE,UI,4.4,PC Windows 7,P3 normal ,PDE-UI-Inbox
NEW,None,PDE,API,4.4,All All,P3 normal ,Vikas Chandra
ASSIGNED,None,JDT,UI,4.3,All All,P3 normal ,JDT-UI-Inbox
NEW,None,PTP,RDT.sync,7.0.5,All All,P3 normal with 1 vote ,Project Inbox
NEW,None,Community,Project,unspecified,PC Linux,P3 normal ,Martin Lowe
NEW,None,CDT,cdt-indexer,Next,All All,P3 normal ,Project Inbox
ASSIGNED,None,JDT,UI,4.4,All All,P3 normal ,JDT-UI-Inbox
NEW,None,Equinox,Launcher,3.10.0 Luna,PC Linux-GTK,P3 normal ,Project Inbox
NEW,None,Papyrus,Others,1.0.0,All All,P3 normal ,Project Inbox
NEW,None,Mylyn,Tasks,3.11,PC Windows 7,P3 normal ,Mylyn Inbox
ASSIGNED,None,RTSC,Tools,unspecified,All All,P3 normal ,Sasha Slijepcevic
ASSIGNED,None,RAP,Releng,unspecified,PC Linux,P3 normal ,Project Inbox
NEW,None,Platform,SWT,4.4,PC Windows 7,P2 normal ,Platform-SWT-Inbox
NEW,None,Equinox,p2,3.10.0 Luna,PC Mac OS X,P3 normal ,P2 Inbox
NEW,None,Sirius,Diagram,1.0.0M7,PC Windows NT,P3 normal ,Project Inbox
NEW,None,Hudson,Core,3.1.2,PC Linux,P3 normal ,Winston Prakash
NEW,None,CDT,cdt-refactoring,Next,PC Mac OS X,P3 normal ,Project Inbox
NEW,None,Gemini.Web,unknown,unspecified,PC Linux,P3 normal ,Project Inbox
NEW,None,Platform,UI,4.4,PC Linux,P3 normal with 1 vote ,Platform-UI-Inbox
NEW,None,Acceleo,Core,unspecified,PC Linux,P3 normal,Project Inbox
NEW,None,EGit,UI,unspecified,PC Mac OS X,P3 enhancement ,Project Inbox
NEW,None,CDT,cdt-refactoring,Next,PC Mac OS X,P3 normal ,Project Inbox
NEW,None,CDT,cdt-refactoring,Next,PC Mac OS X,P3 normal ,Project Inbox
NEW,None,CDT,cdt-refactoring,Next,PC Mac OS X,P3 normal ,Project Inbox
NEW,None,CDT,cdt-refactoring,Next,PC Mac OS X,P3 normal ,Project Inbox
NEW,None,CDT,cdt-refactoring,Next,PC Mac OS X,P3 normal ,Project Inbox
NEW,None,CDT,cdt-refactoring,Next,PC Mac OS X,P3 normal ,Project Inbox
NEW,None,CDT,cdt-refactoring,Next,PC Mac OS X,P3 normal ,Project Inbox
NEW,None,CDT,cdt-refactoring,Next,PC Mac OS X,P3 normal ,Project Inbox
NEW,None,JDT,Core,4.3.1,PC Windows 7,P3 normal ,JDT-Core-Inbox
NEW,None,Platform,UI,4.2,PC Linux,P3 normal ,Platform UI Triaged
NEW,None,JDT,Debug,4.4,PC Windows 7,P3 normal ,JDT-Debug-Inbox
NEW,None,Platform,Ant,4.4,PC Windows 8,P3 normal ,Platform-Ant-Inbox
NEW,None,Jubula,Core,unspecified,PC Windows NT,P3 minor ,Project Inbox
NEW,None,Jubula,RC,unspecified,PC Windows NT,P3 normal ,Project Inbox
NEW,None,Platform,UI,4.4,PC Linux-GTK,P3 minor ,Platform UI Triaged
NEW,None,CDT,cdt-indexer,8.4.0,PC Linux,P3 normal ,Project Inbox
NEW,None,JDT,Core,4.4,PC Windows 7,P3 normal ,JDT-Core-Inbox
NEW,None,JDT,Core,4.4,All All,P3 normal ,Jay Arthanareeswaran
NEW,None,Xtend,Core,2.6.0,All All,P3 normal ,Project Inbox
NEW,None,CDT,cdt-core,8.4.0,PC Windows 7,P3 minor ,Project Inbox
NEW,None,Platform,SWT,4.4,PC Windows 7,P3 major ,Platform-SWT-Inbox
NEW,None,Platform,SWT,4.4,PC Linux,P3 normal ,Platform-SWT-Inbox
NEW,None,z_Archived,Recommenders,unspecified,PC Mac OS X,P3 normal ,Project inbox
NEW,None,Platform,Resources,4.4,PC Windows 7,P3 major with 1 vote ,Platform-Resources-Inbox
NEW,None,EclipseLink,JPA,2.4,All All,P3 normal with 1 vote ,Project Inbox
NEW,None,JSDT,General,unspecified,PC Windows NT,P3 normal ,Project Inbox
ASSIGNED,None,Graphiti,Core,0.10.0,All All,P3 normal ,Project Inbox
NEW,None,PDE,API,4.4,PC Windows 7,P3 normal ,PDE API Tools Inbox
NEW,None,Community,Project,unspecified,PC Mac OS X,P3 normal ,Christopher Guindon
NEW,None,Jubula,RC,unspecified,All All,P3 major ,Project Inbox
NEW,None,Papyrus,Core,1.1.2,All All,P3 normal with 1 vote ,Project Inbox
NEW,None,Platform,UI,4.4,All All,P3 enhancement ,Platform-UI-Inbox
NEW,None,Platform,UI,4.3.1,All All,P3 normal ,Platform-UI-Inbox
NEW,None,BIRT,Report,4.3.2,PC Windows 7,P3 normal with 4 votes ,Yulin Wang
NEW,None,Xtend,Core,2.6.0,PC Windows 7,P3 normal ,Project Inbox
ASSIGNED,None,PDE,API,4.4,All All,P3 normal ,PDE API Tools Inbox
NEW,None,Xtend,Core,2.6.0,PC Windows 7,P3 normal ,Project Inbox
ASSIGNED,None,JDT,Debug,4.4,PC Linux,P3 normal ,Sarika Sinha
NEW,None,Platform,IDE,4.4,PC Mac OS X,P3 normal ,Platform UI Triaged
NEW,None,CDT,cdt-core,8.3.0,PC Mac OS X,P3 normal ,Project Inbox
NEW,None,Community,Website,unspecified,PC Windows 7,P3 normal ,Eclipse Webmaster
ASSIGNED,None,JDT,UI,4.4,All All,P3 enhancement ,JDT-UI-Inbox
NEW,None,Community,Website,unspecified,All All,P3 blocker ,Eclipse Webmaster
NEW,None,Equinox,p2,3.10.0 Luna,PC Linux,P3 minor ,P2 Inbox
NEW,None,Platform,UI,4.4,PC Linux,P3 normal ,Platform-UI-Inbox
NEW,None,Community,Process,unspecified,PC All,P3 normal ,Eclipse Management Organization
NEW,None,MPC,wizard,unspecified,PC Windows 7,P3 normal ,Carsten Reckord
ASSIGNED,None,JDT,Text,4.4,All All,P3 normal with 6 votes ,JDT-Text-Inbox
NEW,None,WTP Source Editing,wst.sse,3.6,PC Windows 7,P3 normal ,wst.sse
NEW,None,EclipseLink,JPA,2.5.2,All All,P3 major ,Project Inbox
NEW,None,WindowBuilder,Swing,unspecified,PC Windows 7,P3 normal ,Project inbox
NEW,None,Platform,UI,4.4,PC Windows NT,P3 normal ,Platform-UI-Inbox
NEW,None,EMF,Core,unspecified,PC Windows NT,P3 enhancement ,Ed Merks
NEW,None,Scout,Scout,4.0.0,All All,P3 enhancement ,Project Inbox
NEW,None,Sirius,Diagram,1.0.0M7,All All,P3 normal ,Project Inbox
NEW,None,OCL,Core,unspecified,PC Windows Vista,P3 normal ,OCL Inbox
NEW,None,Platform,UI,4.3,PC Windows Vista,P3 normal ,Platform UI Triaged
NEW,None,JDT,Core,4.4,PC Windows 7,P3 normal ,Jay Arthanareeswaran
NEW,None,Platform,Releng,4.2,All All,P2 normal ,Platform-Releng-Inbox
NEW,None,Mylyn Reviews,Gerrit,unspecified,PC Windows 7,P2 normal ,Project Inbox
ASSIGNED,None,JDT,UI,4.4,All All,P3 minor ,JDT-UI-Inbox
NEW,None,Sphinx,Core,0.8.0,All All,P3 normal ,Project Inbox
NEW,None,Equinox,Components,3.10.0 Luna,All All,P3 normal ,equinox.components-inbox
NEW,None,PTP,Photran.Parser,8.1,Macintosh Mac OS X,P3 normal ,Photran Inbox
NEW,None,EMF,cdo.core,4.8,PC Windows Vista,P3 minor ,Project Inbox
NEW,None,Community,Project,unspecified,PC Linux,P3 normal ,Martin Lowe
NEW,None,Equinox,Framework,3.10.0 Luna,All All,P3 normal ,equinox.framework-inbox
NEW,None,z_Archived,Recommenders,unspecified,PC Mac OS X,P3 enhancement ,Project inbox
NEW,None,Working Groups,LTS,unspecified,PC Windows 7,P3 normal ,LTS Infrastructure Inbox
NEW,None,WTP Source Editing,wst.xml,unspecified,All All,P3 enhancement ,wst.xml
NEW,None,CDT,cdt-build,8.4.0,PC Windows 7,P3 normal with 1 vote ,cdt-build-inbox@eclipse.org
NEW,None,Platform,Releng,4.4,PC Linux,P2 normal ,Platform-Releng-Inbox
NEW,None,Sirius,Diagram,1.0.0,PC Windows NT,P3 normal ,Project Inbox
NEW,None,Platform,Debug,4.4,All All,P3 enhancement ,Platform-Debug-Inbox
ASSIGNED,None,CDT,cdt-build,8.3.0,All All,P3 normal ,Andrew Gvozdev
NEW,None,z_Archived,Recommenders,unspecified,PC Mac OS X,P3 normal ,Project inbox
NEW,None,Platform,UI,4.4,PC Windows 7,P3 normal ,Platform UI Triaged
NEW,None,Platform,UI,4.4,PC Windows 7,P3 normal ,Platform-UI-Inbox
NEW,None,EclipseLink,JPA,unspecified,PC Windows 7,P3 normal ,Project Inbox
NEW,None,Community,Project,unspecified,PC Windows Vista,P3 normal ,Eric Poirier
NEW,None,JGit,JGit,3.3.2,All All,P3 enhancement ,Project Inbox
NEW,None,Platform,Releng,4.4,PC Windows 7,P3 normal ,Platform-Releng-Inbox
NEW,None,Tracecompass,TMF,0.1.0,PC Linux,P3 normal,Patrick Tasse
NEW,None,TCF,Target,1.2,All All,P3 normal ,Project Inbox
NEW,None,Data Tools,Connectivity,unspecified,PC Windows 7,P3 normal ,dtp.connectivity-inbox
NEW,None,OCL,Core,unspecified,PC Windows NT,P3 normal ,OCL Inbox
NEW,None,PDE,UI,4.4,All All,P3 normal ,PDE-UI-Inbox
NEW,None,Equinox,p2,3.10.0 Luna,PC All,P3 normal ,P2 Inbox
NEW,None,Platform,Releng,4.4,PC Linux,P3 enhancement ,Platform-Releng-Inbox
NEW,None,CDT,cdt-core,Next,PC Linux,P3 normal ,Project Inbox
NEW,None,Platform,SWT,4.4,PC Mac OS X,P3 normal ,Platform-SWT-Inbox
NEW,None,Target Management,RSE,unspecified,PC Windows 8,P3 normal ,dsdp.tm.rse-inbox
NEW,None,Platform,SWT,4.4,PC Linux-GTK,P3 major ,Platform-SWT-Inbox
NEW,None,Community,Project,unspecified,PC Linux,P3 critical ,Martin Lowe
NEW,None,JDT,Core,3.3,All All,P3 normal ,Jay Arthanareeswaran
NEW,None,Sirius,Diagram,1.0.0M7,PC Windows 7,P3 normal ,Project Inbox
NEW,None,Platform,UI,4.4,PC Linux,P3 minor ,Platform UI Triaged
NEW,None,Papyrus,Diagram,1.0.0,All All,P3 enhancement ,Project Inbox
NEW,None,Platform,Releng,4.4,PC Linux,P3 enhancement ,Platform-Releng-Inbox
NEW,None,Papyrus,Diagram,1.0.0,Macintosh Mac OS X,P3 enhancement ,Project Inbox
NEW,None,Equinox,p2,3.9.0 Kepler,PC Windows Vista,P3 normal ,P2 Inbox
NEW,None,Community,Sonar,unspecified,All All,P3 normal ,Generic Inbox
UNCONFIRMED,None,z_Archived,Paho,unspecified,PC Linux,P3 normal ,Roger Light
NEW,None,Tracecompass,TMF,0.1.0,PC Linux,P3 minor,Patrick Tasse
NEW,None,Xtend,Core,2.6.0,PC Mac OS X,P3 normal ,Project Inbox
NEW,None,Platform,UI,4.3.2,PC Windows 7,P3 normal ,Platform-UI-Inbox
ASSIGNED,None,JDT,Text,4.4,All All,P3 minor ,JDT-Text-Inbox
NEW,None,BIRT,Report,4.3.0,PC Windows 7,P3 major with 3 votes ,Birt-ReportDesigner
NEW,None,Tracecompass,TMF,0.1.0,PC Linux,P3 normal,Patrick Tasse
NEW,None,Mylyn Docs,Wikitext,unspecified,All All,P3 normal ,Project Inbox
NEW,None,Mylyn Reviews,Gerrit,unspecified,PC All,P3 minor ,Project Inbox
ASSIGNED,None,JDT,UI,4.4,All All,P3 normal ,Markus Keller
NEW,None,Platform,UI,4.4,PC Windows 7,P3 normal ,Platform-UI-Inbox
NEW,None,Community,Forums,unspecified,All All,P3 enhancement ,Forums and Newsgroups inbox
NEW,None,JDT,Core,4.4,All All,P3 normal with 1 vote ,JDT-Core-Inbox
NEW,None,CDT,cdt-debug-dsf-gdb,8.4.0,PC Linux,P3 normal ,Project Inbox
ASSIGNED,None,JDT,UI,4.4,All All,P3 normal ,JDT-UI-Inbox
NEW,None,JSDT,General,unspecified,PC Windows 7,P3 normal with 1 vote ,Project Inbox
NEW,None,AspectJ,Compiler,1.8.0,PC Mac OS X,P3 enhancement ,aspectj inbox
NEW,None,Platform,UI,4.4,PC Linux,P3 normal ,Platform UI Triaged
ASSIGNED,None,RAP,RWT,2.3,All All,P3 normal ,Project Inbox
ASSIGNED,None,PTP,RM,8.0,PC Mac OS X,P3 major ,Greg Watson
NEW,None,Platform,Doc,4.4,All All,P3 normal ,Eric Moffatt
NEW,None,EclipseLink,JPA,2.5.1,PC Windows 7,P3 minor ,Project Inbox
NEW,None,Platform,UI,4.4,PC Linux-GTK,P3 normal ,Platform-UI-Inbox
NEW,None,CDT,cdt-editor,8.4.0,PC Linux-GTK,P3 major ,Project Inbox
